location,city,bedrooms,bathrooms,property_type,price_pkr,size_sqft,days_since_listed,price_per_sqft,log_price,size_category,city_encoded,property_type_encoded
"Allahwala Town - Sector 31-B, Allahwala Town",Karachi,2,2,House,2300000.0,450.0,1.0,5111.111111111111,14.648420115681892,Small,2,1
"Hansa Society, Scheme 33",Karachi,4,4,House,28500000.0,1080.0,1.0,26388.88888888889,17.1654146803266,Medium,2,1
"Daniyal Residency, Scheme 33",Karachi,2,2,House,10500000.0,954.0,1.0,11006.289308176101,16.166885910365842,Medium,2,1
"Gwalior Cooperative Housing Society, Scheme 33",Karachi,2,2,House,7500000.0,999.0,1.0,7507.507507507507,15.830413711839864,Medium,2,1
"Dha Phase 8, Dha Defence",Karachi,5,5,House,110000000.0,2700.0,3.0,40740.74074074074,18.5159909328476,Large,2,1
"Emaar Crescent Bay, Dha Phase 8",Karachi,3,5,House,77500000.0,2187.0,3.0,35436.67123914038,18.1657885072268,Large,2,1
"Emaar Crescent Bay, Dha Phase 8",Karachi,2,4,House,64300000.0,1809.0,3.0,35544.4997236042,17.979070204759946,Medium,2,1
"Emaar Crescent Bay, Dha Phase 8",Karachi,2,4,House,72000000.0,1638.0,3.0,43956.043956043955,18.09217669086922,Medium,2,1
"Emaar Crescent Bay, Dha Phase 8",Karachi,2,2,House,50000000.0,1503.0,3.0,33266.7997338656,17.72753358339242,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,1,2,House,39000000.0,999.0,3.0,39039.03903903904,17.479072229734946,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,4,5,House,135000000.0,2682.0,3.0,50335.57046979866,18.72078534381011,Large,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,1,2,House,34000000.0,864.0,3.0,39351.851851851854,17.341871111992198,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,1,2,House,34000000.0,900.0,3.0,37777.77777777778,17.341871111992198,Medium,2,1
"Gulistan-E-Jauhar - Block 7, Gulistan-E-Jauhar",Karachi,3,3,House,33900000.0,2259.0,3.0,15006.640106241699,17.338925601849205,Large,2,1
"Gulistan-E-Jauhar - Block 16, Gulistan-E-Jauhar",Karachi,3,3,House,33000000.0,2259.0,3.0,14608.233731739709,17.312018149733785,Large,2,1
"Metropolis Residency, Jinnah Avenue",Karachi,4,4,House,37500000.0,2700.0,2.0,13888.888888888889,17.439851517607305,Large,2,1
"Askari 5 - Sector F, Askari 5",Karachi,3,3,House,43500000.0,2574.0,2.0,16899.7668997669,17.588271519047417,Large,2,1
"North Nazimabad - Block L, North Nazimabad",Karachi,2,3,House,11500000.0,702.0,2.0,16381.766381766382,16.257857680289998,Medium,2,1
"Gulshan-E-Iqbal - Block 2, Gulshan-E-Iqbal",Karachi,5,5,House,20000000.0,1440.0,2.0,13888.888888888889,16.811242881518265,Medium,2,1
"Scheme 33 - Sector 35-A, Scheme 33",Karachi,4,4,House,12500000.0,720.0,1.0,17361.11111111111,16.341239282272525,Medium,2,1
"Scheme 33 - Sector 35-A, Scheme 33",Karachi,3,3,House,15000000.0,1404.0,1.0,10683.760683760684,16.52356082573315,Medium,2,1
"Rafi Premier Residency, Scheme 33",Karachi,3,3,House,15500000.0,1449.0,1.0,10697.032436162872,16.5563506464056,Medium,2,1
"Bahria Town - Precinct 10-B, Bahria Town Karachi",Karachi,3,3,House,12000000.0,1368.0,1.0,8771.929824561403,16.300417291085605,Medium,2,1
"Bahria Town - Precinct 10-A, Bahria Town Karachi",Karachi,3,3,House,17000000.0,1800.0,1.0,9444.444444444445,16.648723960844016,Medium,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,95000000.0,2250.0,3.0,42222.22222222222,18.36938746009113,Large,2,1
"Emaar Pearl Towers, Emaar Crescent Bay",Karachi,3,4,House,90000000.0,2448.0,4.0,36764.705882352944,18.31532023940565,Large,2,1
"Emaar Reef Towers, Emaar Crescent Bay",Karachi,2,3,House,65000000.0,1638.0,4.0,39682.53968253968,17.989897843244528,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,4,5,House,98000000.0,2754.0,4.0,35584.604212055194,18.400478046838927,Large,2,1
"North Nazimabad - Block J, North Nazimabad",Karachi,4,4,House,65000000.0,3600.0,2.0,18055.555555555555,17.989897843244528,Large,2,1
"Gulshan-E-Maymar - Sector X, Gulshan-E-Maymar",Karachi,3,4,House,52500000.0,3600.0,2.0,14583.333333333334,17.77632374660947,Large,2,1
"Gulshan-E-Maymar - Sector Q, Gulshan-E-Maymar",Karachi,3,3,House,28000000.0,2340.0,2.0,11965.811965811965,17.147715103853763,Large,2,1
"Gulshan-E-Maymar - Sector Q, Gulshan-E-Maymar",Karachi,4,5,House,21000000.0,1080.0,2.0,19444.444444444445,16.860033043306743,Medium,2,1
"Gulshan-E-Maymar - Sector Q, Gulshan-E-Maymar",Karachi,4,5,House,25000000.0,1305.0,2.0,19157.088122605364,17.034386422832473,Medium,2,1
"Gulshan-E-Iqbal - Block 6, Gulshan-E-Iqbal",Karachi,3,2,House,32500000.0,1602.0,1.0,20287.141073657927,17.296750678069195,Medium,2,1
"Askari 6, Malir Cantonment",Karachi,5,7,House,70000000.0,3375.0,1.0,20740.74074074074,18.064005814299346,Large,2,1
"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",Karachi,2,3,House,19500000.0,1080.0,1.0,18055.555555555555,16.785925074816024,Medium,2,1
"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32",Karachi,4,6,House,22500000.0,1080.0,1.0,20833.333333333332,16.929025911619092,Medium,2,1
"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",Karachi,2,2,House,11000000.0,999.0,1.0,11011.01101101101,16.213405921671733,Medium,2,1
"North Karachi - Sector 5L, North Karachi",Karachi,2,1,House,4800000.0,603.0,1.0,7960.199004975125,15.38412668421143,Medium,2,1
"Orangi Town - Sector 8, Orangi Town",Karachi,7,5,House,23000000.0,720.0,1.0,31944.444444444445,16.951004817371683,Medium,2,1
"North Karachi - Sector 11A, North Karachi",Karachi,2,2,House,5500000.0,648.0,1.0,8487.654320987655,15.520258832020865,Medium,2,1
"Emaar Pearl Towers, Emaar Crescent Bay",Karachi,3,4,House,85000000.0,2448.0,4.0,34722.22222222222,18.258161826219297,Large,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,4,5,House,120000000.0,3204.0,4.0,37453.183520599254,18.603002309079653,Large,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,1,2,House,34500000.0,864.0,4.0,39930.555555555555,17.356469910987094,Medium,2,1
"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",Karachi,3,3,House,12000000.0,1125.0,4.0,10666.666666666666,16.300417291085605,Medium,2,1
"Bahria Heights, Bahria Town Karachi",Karachi,2,2,House,5000000.0,1098.0,4.0,4553.734061930783,15.424948670398354,Medium,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,72500000.0,3375.0,4.0,21481.48148148148,18.099097133618006,Large,2,1
"Gulshan-E-Maymar - Sector Q, Gulshan-E-Maymar",Karachi,4,5,House,22500000.0,1080.0,2.0,20833.333333333332,16.929025911619092,Medium,2,1
"Falcon Complex New Malir, Malir",Karachi,5,5,House,108500000.0,4500.0,2.0,24111.11111111111,18.50226074016138,Large,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,75000000.0,3375.0,2.0,22222.222222222223,18.132998684833918,Large,2,1
"Anwar-E-Ibrahim, Malir",Karachi,5,4,House,14000000.0,720.0,2.0,19444.444444444445,16.454567959008102,Medium,2,1
"North Town Residency, Surjani Town",Karachi,2,2,House,8000000.0,720.0,1.0,11111.111111111111,15.894952224644102,Medium,2,1
"North Karachi - Sector 5L, North Karachi",Karachi,2,2,House,9500000.0,999.0,1.0,9509.50950950951,16.066802461833923,Medium,2,1
"North Karachi - Sector 5L, North Karachi",Karachi,2,2,House,7200000.0,747.0,1.0,9638.55421686747,15.789591722875162,Medium,2,1
"Dha Phase 8, Dha Defence",Karachi,3,3,House,37500000.0,1503.0,1.0,24950.099800399203,17.439851517607305,Medium,2,1
"North Karachi - Sector 5L, North Karachi",Karachi,2,2,House,9000000.0,1053.0,1.0,8547.008547008547,16.012735246411598,Medium,2,1
"North Karachi - Sector 5L, North Karachi",Karachi,2,2,House,6000000.0,747.0,1.0,8032.128514056225,15.607270193858982,Medium,2,1
"North Karachi - Sector 11A, North Karachi",Karachi,2,2,House,8000000.0,900.0,1.0,8888.888888888889,15.894952224644102,Medium,2,1
"North Karachi - Sector 11A, North Karachi",Karachi,2,2,House,6800000.0,900.0,1.0,7555.555555555556,15.732433317205148,Medium,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,70500000.0,3375.0,4.0,20888.88888888889,18.071123281966894,Large,2,1
"Askari 6, Malir Cantonment",Karachi,4,4,House,40000000.0,2997.0,4.0,13346.68001334668,17.50439003707821,Large,2,1
"Dha Phase 2, Dha Defence",Karachi,6,6,House,81500000.0,2700.0,4.0,30185.185185185186,18.21611359048103,Large,2,1
"Tariq Road, Karachi",Karachi,3,4,House,15000000.0,999.0,4.0,15015.015015015015,16.52356082573315,Medium,2,1
"Pechs Block 2, Pechs",Karachi,3,3,House,43000000.0,1800.0,4.0,23888.88888888889,17.57671069691365,Medium,2,1
"Shahra-E-Qaideen, Karachi",Karachi,4,5,House,60000000.0,2196.0,4.0,27322.4043715847,17.909855136853043,Large,2,1
"Bahria Apartments, Bahria Town Karachi",Karachi,3,3,House,17000000.0,2250.0,4.0,7555.555555555556,16.648723960844016,Large,2,1
"Pechs Block 2, Pechs",Karachi,3,3,House,38000000.0,1800.0,4.0,21111.11111111111,17.453096744006448,Medium,2,1
"Emaar Park Edge, Dha Phase 8",Karachi,1,2,House,55000000.0,1251.0,4.0,43964.82813749001,17.822843761378564,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,3,4,House,110000000.0,1953.0,4.0,56323.60471070148,18.5159909328476,Medium,2,1
"North Town Residency, Surjani Town",Karachi,2,1,House,2500000.0,477.0,2.0,5241.090146750524,14.731801689838349,Small,2,1
"Hsj Icon, Civil Lines",Karachi,3,3,House,50000000.0,1791.0,2.0,27917.364600781686,17.72753358339242,Medium,2,1
"Gulshan-E-Maymar - Sector R, Gulshan-E-Maymar",Karachi,4,6,House,22000000.0,1080.0,2.0,20370.37037037037,16.906553056777135,Medium,2,1
"Gulshan-E-Maymar, Gadap Town",Karachi,6,6,House,38000000.0,2160.0,2.0,17592.59259259259,17.453096744006448,Large,2,1
"Gulshan-E-Maymar - Sector X, Gulshan-E-Maymar",Karachi,2,3,House,8400000.0,900.0,2.0,9333.333333333334,15.943742382861155,Medium,2,1
"North Karachi - Sector 5-H, North Karachi",Karachi,2,2,House,6500000.0,900.0,1.0,7222.222222222223,15.687312888712007,Medium,2,1
"North Karachi - Sector 5-K, North Karachi",Karachi,3,3,House,8500000.0,1251.0,1.0,6794.564348521183,15.955576839107596,Medium,2,1
"Gulistan-E-Jauhar - Block 7, Gulistan-E-Jauhar",Karachi,3,3,House,70000000.0,5400.0,1.0,12962.962962962964,18.064005814299346,Very Large,2,1
"North Karachi, Karachi",Karachi,2,2,House,5500000.0,900.0,1.0,6111.111111111111,15.520258832020865,Medium,2,1
"Naya Nazimabad, Karachi",Karachi,3,3,House,26000000.0,1746.0,1.0,14891.179839633447,17.073607134447293,Medium,2,1
"North Nazimabad - Block F, North Nazimabad",Karachi,3,4,House,33000000.0,2601.0,1.0,12687.427912341407,17.312018149733785,Large,2,1
"Dha Phase 4, Dha Defence",Karachi,5,5,House,122500000.0,2700.0,1.0,45370.37037037037,18.623621596112322,Large,2,1
"Dha Phase 5, Dha Defence",Karachi,3,3,House,32500000.0,1899.0,1.0,17114.27066877304,17.296750678069195,Medium,2,1
"Pechs Block 2, Pechs",Karachi,4,5,House,55000000.0,3600.0,4.0,15277.777777777777,17.822843761378564,Large,2,1
"Pechs Block 2, Pechs",Karachi,3,3,House,35000000.0,1602.0,4.0,21847.69038701623,17.370858648025116,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,2,3,House,65000000.0,1422.0,4.0,45710.26722925457,17.989897843244528,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,2,3,House,65000000.0,1449.0,4.0,44858.52311939268,17.989897843244528,Medium,2,1
"Hmr Waterfront, Dha Phase 8",Karachi,4,5,House,140000000.0,2997.0,4.0,46713.38004671338,18.757152987716434,Large,2,1
"Pechs Block 6, Pechs",Karachi,4,4,House,48000000.0,1800.0,4.0,26666.666666666668,17.6867115897055,Medium,2,1
"Bahria Town - Precinct 16, Bahria Town Karachi",Karachi,5,5,House,26500000.0,2250.0,4.0,11777.777777777777,17.0926553286923,Large,2,1
"Bahria Town - Precinct 6, Bahria Town Karachi",Karachi,5,5,House,30000000.0,2250.0,4.0,13333.333333333334,17.216707972959764,Large,2,1
"Bahria Town - Precinct 8, Bahria Town Karachi",Karachi,5,5,House,41500000.0,2250.0,4.0,18444.444444444445,17.541204009297314,Large,2,1
"Bahria Hills, Bahria Town Karachi",Karachi,5,5,House,53500000.0,4500.0,4.0,11888.888888888889,17.795192230557824,Large,2,1
"Gulshan-E-Maymar - Sector T, Gulshan-E-Maymar",Karachi,6,6,House,41500000.0,2160.0,2.0,19212.962962962964,17.541204009297314,Large,2,1
"Gulshan-E-Maymar - Sector W, Gulshan-E-Maymar",Karachi,6,6,House,62500000.0,3600.0,2.0,17361.11111111111,17.95067713070663,Large,2,1
"Sadat-E-Amroha Coop Housing Society, Scheme 33",Karachi,2,2,House,9000000.0,720.0,2.0,12500.0,16.012735246411598,Medium,2,1
"Saadi Town, Scheme 33",Karachi,4,5,House,19500000.0,1080.0,2.0,18055.555555555555,16.785925074816024,Medium,2,1
"Saadi Town, Scheme 33",Karachi,4,5,House,18500000.0,1080.0,2.0,17129.62962962963,16.733281344102608,Medium,2,1
"Dha Phase 7, Dha Defence",Karachi,2,2,House,20000000.0,1053.0,1.0,18993.35232668566,16.811242881518265,Medium,2,1
"Dha Phase 6, Dha Defence",Karachi,5,5,House,135000000.0,4500.0,1.0,30000.0,18.72078534381011,Large,2,1
"Dha Phase 8, Dha Defence",Karachi,6,6,House,145000000.0,4500.0,1.0,32222.222222222223,18.7922443072814,Large,2,1
"Dha Phase 4, Dha Defence",Karachi,5,6,House,134000000.0,2700.0,1.0,49629.62962962963,18.71335036537787,Large,2,1
"Zeenatabad, Scheme 33",Karachi,4,4,House,26500000.0,1080.0,1.0,24537.037037037036,17.0926553286923,Medium,2,1
"Dha Phase 2, Dha Defence",Karachi,4,4,House,50000000.0,837.0,1.0,59737.15651135006,17.72753358339242,Medium,2,1
"Dha Phase 2, Dha Defence",Karachi,5,5,House,130000000.0,4500.0,1.0,28888.88888888889,18.683045016112164,Large,2,1
"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",Karachi,3,3,House,22100000.0,1800.0,4.0,12277.777777777777,16.91108821173685,Medium,2,1
"Bahria Town - Precinct 10-B, Bahria Town Karachi",Karachi,3,3,House,12400000.0,1368.0,4.0,9064.327485380118,16.333207111220425,Medium,2,1
"Bahria Town - Precinct 27, Bahria Town Karachi",Karachi,3,3,House,14000000.0,2115.0,4.0,6619.385342789598,16.454567959008102,Large,2,1
"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",Karachi,3,3,House,17200000.0,1800.0,4.0,9555.555555555555,16.660419999923214,Medium,2,1
"Scheme 33, Karachi",Karachi,2,2,House,11500000.0,1188.0,4.0,9680.13468013468,16.257857680289998,Medium,2,1
"Bath Island, Karachi",Karachi,3,3,House,56500000.0,2061.0,4.0,27413.876758854924,17.849751213815786,Large,2,1
"Clifton - Block 9, Clifton",Karachi,3,3,House,53500000.0,2223.0,4.0,24066.576698155644,17.795192230557824,Large,2,1
"Bukhari Commercial Area, Dha Phase 6",Karachi,2,2,House,22500000.0,900.0,4.0,25000.0,16.929025911619092,Medium,2,1
"Dha Phase 5, Dha Defence",Karachi,8,6,House,140000000.0,5994.0,4.0,23356.69002335669,18.757152987716434,Very Large,2,1
"Badar Commercial Area, Dha Phase 5",Karachi,2,1,House,5500000.0,504.0,4.0,10912.698412698413,15.520258832020865,Medium,2,1
"Dha Phase 6, Dha Defence",Karachi,6,7,House,142500000.0,4500.0,4.0,31666.666666666668,18.774852564690523,Large,2,1
"Kaechs - Block 3, Karachi Administration Employees Society",Karachi,3,4,House,33000000.0,1800.0,3.0,18333.333333333332,17.312018149733785,Medium,2,1
"North Karachi - Sector 11-C/2, North Karachi",Karachi,6,6,House,19800000.0,720.0,3.0,27500.0,16.801192546169812,Medium,2,1
"North Karachi - Sector 9, North Karachi",Karachi,6,5,House,31200000.0,1080.0,3.0,28888.88888888889,17.25592868483099,Medium,2,1
"North Karachi - Sector 11B, North Karachi",Karachi,3,3,House,49000000.0,2160.0,3.0,22685.185185185186,17.707330876483063,Large,2,1
"Lucky One Apartment, Rashid Minhas Road",Karachi,4,5,House,61000000.0,3330.0,3.0,18318.318318318317,17.926384438531027,Large,2,1
"Dha Phase 2, Dha Defence",Karachi,4,4,House,100000000.0,4950.0,1.0,20202.0202020202,18.420680753952364,Large,2,1
"Sadat-E-Amroha Coop Housing Society, Scheme 33",Karachi,4,4,House,22500000.0,1080.0,1.0,20833.333333333332,16.929025911619092,Medium,2,1
"Gulshan-E-Iqbal - Block 4A, Gulshan-E-Iqbal",Karachi,6,6,House,37500000.0,1800.0,1.0,20833.333333333332,17.439851517607305,Medium,2,1
"Gulshan-E-Maymar, Gadap Town",Karachi,6,7,House,19000000.0,1080.0,1.0,17592.59259259259,16.759949589762293,Medium,2,1
"Federal B Area - Block 9, Federal B Area",Karachi,2,2,House,13500000.0,900.0,1.0,15000.0,16.41820031748273,Medium,2,1
"Gulistan-E-Jauhar - Block 17, Gulistan-E-Jauhar",Karachi,3,3,House,6800000.0,1251.0,1.0,5435.651478816946,15.732433317205148,Medium,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,71500000.0,2700.0,1.0,26481.48148148148,18.08520802165025,Large,2,1
"Dha Phase 6, Dha Defence",Karachi,6,7,House,105000000.0,4500.0,4.0,23333.333333333332,18.46947091764561,Large,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,120000000.0,4500.0,4.0,26666.666666666668,18.603002309079653,Large,2,1
"Dha Phase 7, Dha Defence",Karachi,5,6,House,130000000.0,4500.0,4.0,28888.88888888889,18.683045016112164,Large,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,130000000.0,2700.0,4.0,48148.148148148146,18.683045016112164,Large,2,1
"Dha Phase 1, Dha Defence",Karachi,6,7,House,120000000.0,5400.0,4.0,22222.222222222223,18.603002309079653,Very Large,2,1
"Dha Phase 7, Dha Defence",Karachi,5,6,House,100000000.0,2700.0,4.0,37037.03703703704,18.420680753952364,Large,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,117500000.0,4500.0,4.0,26111.11111111111,18.581948900059125,Large,2,1
"Clifton - Block 9, Clifton",Karachi,3,4,House,53500000.0,2223.0,4.0,24066.576698155644,17.795192230557824,Large,2,1
"Dha Phase 4, Dha Defence",Karachi,4,5,House,95000000.0,2700.0,4.0,35185.18518518518,18.36938746009113,Large,2,1
"Lucky One Apartment, Rashid Minhas Road",Karachi,4,5,House,58300000.0,3330.0,3.0,17507.507507507507,17.881112668473378,Large,2,1
"Pearl Villas, Surjani Town",Karachi,4,4,House,11000000.0,1080.0,3.0,10185.185185185184,16.213405921671733,Medium,2,1
"Jinnah Avenue, Karachi",Karachi,4,4,House,16000000.0,2403.0,3.0,6658.343736995423,16.588099342704055,Large,2,1
"Naya Nazimabad - Block A, Naya Nazimabad",Karachi,4,4,House,44500000.0,1080.0,3.0,41203.7037037037,17.61099976960838,Medium,2,1
"Naya Nazimabad - Block C, Naya Nazimabad",Karachi,4,4,House,41500000.0,1080.0,3.0,38425.92592592593,17.541204009297314,Medium,2,1
"Falcon Complex New Malir, Malir",Karachi,4,5,House,79000000.0,3150.0,1.0,25079.365079365078,18.184958423089522,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,5,5,House,117000000.0,4500.0,1.0,26000.0,18.57768450130904,Large,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,71500000.0,3375.0,1.0,21185.185185185186,18.08520802165025,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,4,5,House,85000000.0,3150.0,1.0,26984.126984126986,18.258161826219297,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,5,5,House,107000000.0,4500.0,1.0,23777.777777777777,18.488339401771974,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,5,5,House,106000000.0,4500.0,1.0,23555.555555555555,18.478949661510303,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,4,5,House,80000000.0,3150.0,1.0,25396.825396825396,18.197537205138154,Large,2,1
"Askari 6, Malir Cantonment",Karachi,5,5,House,39000000.0,3303.0,1.0,11807.447774750228,17.479072229734946,Large,2,1
"Askari 5 - Sector J, Askari 5",Karachi,3,5,House,44900000.0,2700.0,4.0,16629.62962962963,17.619948374984197,Large,2,1
"Askari 6, Malir Cantonment",Karachi,5,5,House,71500000.0,3375.0,4.0,21185.185185185186,18.08520802165025,Large,2,1
"Askari 5 - Sector J, Askari 5",Karachi,3,3,House,41500000.0,2403.0,4.0,17270.079067831877,17.541204009297314,Large,2,1
"Askari 6, Malir Cantonment",Karachi,5,5,House,71500000.0,3375.0,4.0,21185.185185185186,18.08520802165025,Large,2,1
"Askari 5 - Sector J, Askari 5",Karachi,5,5,House,84500000.0,3375.0,4.0,25037.037037037036,18.252262104161723,Large,2,1
"Askari 5 - Sector J, Askari 5",Karachi,3,5,House,40500000.0,2700.0,4.0,15000.0,17.516812556768127,Large,2,1
"Askari 5 - Sector J, Askari 5",Karachi,3,3,House,42000000.0,2403.0,4.0,17478.152309612982,17.553180200057167,Large,2,1
"Bahria Town - Precinct 10-B, Bahria Town Karachi",Karachi,4,4,House,12000000.0,1125.0,4.0,10666.666666666666,16.300417291085605,Medium,2,1
"Naya Nazimabad, Karachi",Karachi,2,3,House,22000000.0,1260.0,4.0,17460.31746031746,16.906553056777135,Medium,2,1
"Naya Nazimabad - Block C, Naya Nazimabad",Karachi,4,4,House,41500000.0,1080.0,3.0,38425.92592592593,17.541204009297314,Medium,2,1
"Naya Nazimabad - Block D, Naya Nazimabad",Karachi,4,4,House,41500000.0,1215.0,3.0,34156.378600823045,17.541204009297314,Medium,2,1
"Naya Nazimabad - Block D, Naya Nazimabad",Karachi,4,4,House,37000000.0,1080.0,3.0,34259.25925925926,17.426428497635523,Medium,2,1
"Custom Preventive Cooperative Housing Society, Scheme 33 - Sector 52-A",Karachi,6,6,House,26500000.0,1800.0,3.0,14722.222222222223,17.0926553286923,Medium,2,1
"Ptv Society, Scheme 33 - Sector 52-A",Karachi,4,5,House,19000000.0,1080.0,3.0,17592.59259259259,16.759949589762293,Medium,2,1
"Askari 6, Malir Cantonment",Karachi,5,6,House,72000000.0,3375.0,1.0,21333.333333333332,18.09217669086922,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,4,5,House,80000000.0,3150.0,1.0,25396.825396825396,18.197537205138154,Large,2,1
"Falcon Complex New Malir, Malir",Karachi,5,5,House,115000000.0,4500.0,1.0,25555.555555555555,18.560442695023177,Large,2,1
"Hansa Society, Scheme 33",Karachi,5,7,House,28000000.0,1080.0,1.0,25925.925925925927,17.147715103853763,Medium,2,1
"Saadi Garden - Block 1, Saadi Garden",Karachi,4,5,House,19000000.0,1080.0,1.0,17592.59259259259,16.759949589762293,Medium,2,1
"Saadi Town - Block 7, Saadi Town",Karachi,2,4,House,15000000.0,1080.0,1.0,13888.888888888889,16.52356082573315,Medium,2,1
"Saadi Garden - Block 5, Saadi Garden",Karachi,2,4,House,15500000.0,1080.0,1.0,14351.851851851852,16.5563506464056,Medium,2,1
"Federal B Area - Block 10, Federal B Area",Karachi,3,3,House,23500000.0,1251.0,1.0,18784.972022382095,16.97251102166758,Medium,2,1
"Naya Nazimabad, Karachi",Karachi,3,4,House,31900000.0,1818.0,4.0,17546.754675467546,17.278116599103036,Medium,2,1
"Emaar Reef Towers, Emaar Crescent Bay",Karachi,4,6,House,105000000.0,2646.0,4.0,39682.53968253968,18.46947091764561,Large,2,1
"Emaar Pearl Towers, Emaar Crescent Bay",Karachi,3,5,House,97500000.0,2502.0,4.0,38968.82494004796,18.395362946224484,Large,2,1
"Bahria Town - Precinct 10-A, Bahria Town Karachi",Karachi,3,3,House,17200000.0,1800.0,4.0,9555.555555555555,16.660419999923214,Medium,2,1
"Naya Nazimabad - Block C, Naya Nazimabad",Karachi,4,3,House,38500000.0,1080.0,4.0,35648.148148148146,17.46616882523204,Medium,2,1
"Rafi Premier Residency, Scheme 33",Karachi,3,2,House,14900000.0,1449.0,4.0,10282.95376121463,16.51687183802978,Medium,2,1
"Saima Elite Villas, Malir",Karachi,3,3,House,27100000.0,1080.0,4.0,25092.59259259259,17.115044322750297,Medium,2,1
"Gwalior Cooperative Housing Society, Scheme 33",Karachi,2,2,House,7700000.0,999.0,4.0,7707.707707707707,15.856731016694035,Medium,2,1
"Clifton - Block 5, Clifton",Karachi,3,3,House,52000000.0,2403.0,5.0,21639.617145235123,17.76675429577647,Large,2,1
"Dha Phase 7, Dha Defence",Karachi,6,6,House,139500000.0,4500.0,5.0,31000.0,18.753575166394153,Large,2,1
"Gulshan-E-Maymar, Gadap Town",Karachi,6,6,House,39500000.0,2160.0,3.0,18287.037037037036,17.491811255187805,Large,2,1
"Khalid Bin Walid Road, Karachi",Karachi,3,4,House,51000000.0,1998.0,3.0,25525.525525525525,17.747336210296442,Medium,2,1
"Pechs Block 6, Pechs",Karachi,3,3,House,36000000.0,1548.0,3.0,23255.81395348837,17.399029524198163,Medium,2,1
"Khalid Bin Walid Road, Karachi",Karachi,4,5,House,57500000.0,2502.0,3.0,22981.614708233414,17.867295523158884,Large,2,1
"Kashmir Road, Karachi",Karachi,3,3,House,38000000.0,1647.0,3.0,23072.2525804493,17.453096744006448,Medium,2,1
"Federal B Area - Block 19, Federal B Area",Karachi,6,4,House,32000000.0,1080.0,1.0,29629.62962962963,17.281246492014,Medium,2,1
"Federal B Area - Block 1, Federal B Area",Karachi,8,5,House,45000000.0,1800.0,1.0,25000.0,17.622173069956816,Medium,2,1
"Dha Phase 1, Dha Defence",Karachi,6,6,House,90000000.0,5400.0,1.0,16666.666666666668,18.31532023940565,Very Large,2,1
"Sea View Apartments, Karachi",Karachi,3,4,House,72000000.0,2403.0,1.0,29962.5468164794,18.09217669086922,Large,2,1
"Dha Phase 2, Dha Defence",Karachi,2,2,House,13000000.0,1098.0,1.0,11839.708561020036,16.380459992348886,Medium,2,1
"Dha Phase 6, Dha Defence",Karachi,5,5,House,115000000.0,4500.0,1.0,25555.555555555555,18.560442695023177,Large,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,117500000.0,5400.0,1.0,21759.25925925926,18.581948900059125,Very Large,2,1
"Dha Phase 6, Dha Defence",Karachi,5,6,House,135000000.0,4500.0,1.0,30000.0,18.72078534381011,Large,2,1
"Bahria Enclave, Bahria Town",Islamabad,5,7,House,37500000.0,2250.0,0.009722222222222222,16666.666666666668,17.439851517607305,Large,1,1
"Bahria Enclave, Bahria Town",Islamabad,4,7,House,49500000.0,2250.0,0.041666666666666664,22000.0,17.71748324774094,Large,1,1
"Dha Phase 2 - Sector B, Dha Defence Phase 2",Islamabad,5,6,House,135000000.0,4500.0,0.041666666666666664,30000.0,18.72078534381011,Large,1,1
"Dha Defence Phase 2, Dha Defence",Islamabad,5,6,House,137500000.0,4500.0,0.041666666666666664,30555.555555555555,18.739134482343626,Large,1,1
