location,city,bedrooms,bathrooms,price_pkr,size_sqft,price_per_sqft,log_price,days_since_listed,society_type,dha_phase,isb_sector_tier,is_premium_area,phase_number
"Dalazak Road, Peshawar",Peshawar,5.0,4.0,15000000.0,675.0,22222.222222222223,16.52356082573315,30.0,Other,0,0,0,0
"Dalazak Road, Peshawar",Peshawar,3.0,3.0,10000000.0,495.00000000000006,20202.0202020202,16.118095750958314,30.0,Other,0,0,0,0
"Warsak Road, Peshawar",Peshawar,3.0,3.0,6000000.0,562.5,10666.666666666666,15.607270193858982,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,7.0,6.0,45000000.0,2250.0,20000.0,17.622173069956816,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,30.0,Other,0,0,0,0
"Warsak Road, Peshawar",Peshawar,6.0,6.0,15000000.0,1125.0,13333.333333333334,16.52356082573315,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,7.0,6.0,45000000.0,2250.0,20000.0,17.622173069956816,30.0,Other,0,0,0,0
"Gulberg, Peshawar",Peshawar,3.0,3.0,8500000.0,1102.5,7709.750566893424,15.955576839107596,30.0,Established,0,0,0,0
"Gulberg, Peshawar",Peshawar,3.0,3.0,13000000.0,450.0,28888.88888888889,16.380459992348886,30.0,Established,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,4.0,4.0,19500000.0,900.0,21666.666666666668,16.785925074816024,30.0,Other,0,0,0,0
"Dha Phase 1 - Sector C, Dha Phase 1",Peshawar,10.0,6.0,95000000.0,4500.0,21111.11111111111,18.36938746009113,30.0,DHA,1,0,0,1
"Sufiyan Garden, Warsak Road",Peshawar,6.0,6.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"Regi Model Town Phase 3, Regi Model Town",Peshawar,9.0,6.0,54900000.0,2250.0,24400.0,17.821023924694696,30.0,Established,0,0,0,3
"Regi Model Town Phase 4, Regi Model Town",Peshawar,8.0,6.0,25500000.0,1125.0,22666.666666666668,17.05418904934434,30.0,Established,0,0,0,4
"Arbab Road, Peshawar",Peshawar,5.0,5.0,26000000.0,1800.0,14444.444444444445,17.073607134447293,30.0,Other,0,0,0,0
"Warsak Road, Peshawar",Peshawar,4.0,4.0,14000000.0,900.0,15555.555555555555,16.454567959008102,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,5.0,5.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,8.0,7.0,27000000.0,1125.0,24000.0,17.11134746100564,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,8.0,7.0,45000000.0,2250.0,20000.0,17.622173069956816,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,7.0,7.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,33000000.0,1575.0,20952.380952380954,17.312018149733785,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,35000000.0,1575.0,22222.222222222223,17.370858648025116,30.0,Other,0,0,0,0
"Warsak Road, Peshawar",Peshawar,5.0,4.0,12000000.0,675.0,17777.777777777777,16.300417291085605,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,7.0,7.0,35000000.0,1575.0,22222.222222222223,17.370858648025116,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,7.0,7.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,6.0,6.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,7.0,7.0,27000000.0,1125.0,24000.0,17.11134746100564,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,8.0,7.0,25000000.0,1125.0,22222.222222222223,17.034386422832473,30.0,Other,0,0,0,0
"Nasir Bagh Road, Peshawar",Peshawar,3.0,3.0,11100000.000000002,1035.0,10724.637681159422,16.22245575637265,30.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,2.0,2.0,11100000.000000002,945.0,11746.031746031747,16.22245575637265,30.0,Other,0,0,0,0
"Hayatabad Phase 6 - F10, Hayatabad Phase 6",Peshawar,9.0,7.0,58000000.0,2250.0,25777.777777777777,17.87595358575207,30.0,Private,0,0,0,6
"Hayatabad Phase 4 - N4, Hayatabad Phase 4",Peshawar,9.0,7.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,30.0,Private,0,0,0,4
"Hayatabad Phase 6, Hayatabad",Peshawar,6.0,6.0,27000000.0,1125.0,24000.0,17.11134746100564,30.0,Private,0,0,0,6
"Askari 6, Peshawar",Peshawar,4.0,5.0,53500000.0,2250.0,23777.777777777777,17.795192230557824,30.0,Askari,0,0,0,6
"Sufiyan Garden, Warsak Road",Peshawar,5.0,5.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,3.0,3.0,16000000.0,1282.5,12475.633528265107,16.588099342704055,30.0,Other,0,0,0,0
"Wapda Town, Peshawar",Peshawar,7.0,6.0,22000000.0,1890.0,11640.21164021164,16.906553056777135,30.0,Private,0,0,0,0
"Dha Phase 1 - Sector C, Dha Phase 1",Peshawar,11.0,7.0,95000000.0,4500.0,21111.11111111111,18.36938746009113,30.0,DHA,1,0,0,1
"Dha Phase 1 - Sector A, Dha Phase 1",Peshawar,9.0,7.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,30.0,DHA,1,0,0,1
"Dha Defence - Sector Prism, Dha Defence",Peshawar,7.0,6.0,28000000.0,1125.0,24888.88888888889,17.147715103853763,60.0,DHA,0,0,0,0
"Askari 6, Peshawar",Peshawar,5.0,6.0,75000000.0,2700.0,27777.777777777777,18.132998684833918,60.0,Askari,0,0,0,6
"Warsak Road, Peshawar",Peshawar,6.0,6.0,35000000.0,1800.0,19444.444444444445,17.370858648025116,60.0,Other,0,0,0,0
"Regi Model Town Phase 3, Regi Model Town",Peshawar,10.0,6.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,60.0,Established,0,0,0,3
"Sufaid Dheri, Peshawar",Peshawar,2.0,2.0,9500000.0,1800.0,5277.777777777777,16.066802461833923,60.0,Other,0,0,0,0
"Old Bara Road, Peshawar",Peshawar,1.0,1.0,7500000.0,562.5,13333.333333333334,15.830413711839864,60.0,Other,0,0,0,0
"University Road, Peshawar",Peshawar,5.0,3.0,33000000.0,2475.0,13333.333333333334,17.312018149733785,60.0,Other,0,0,0,0
"Hayatabad Phase 2, Hayatabad",Peshawar,10.0,6.0,78000000.0,4500.0,17333.333333333332,18.17221939747438,60.0,Private,0,0,0,2
"Hayatabad, Peshawar",Peshawar,10.0,6.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,60.0,Private,0,0,0,0
"Hayatabad, Peshawar",Peshawar,5.0,5.0,23500000.0,1125.0,20888.88888888889,16.97251102166758,60.0,Private,0,0,0,0
"Hayatabad, Peshawar",Peshawar,6.0,6.0,31000000.0,1125.0,27555.555555555555,17.249497794707484,60.0,Private,0,0,0,0
"Nasir Bagh Road, Peshawar",Peshawar,3.0,3.0,13500000.0,1282.5,10526.315789473685,16.41820031748273,60.0,Other,0,0,0,0
"Ali Villas, Warsak Road",Peshawar,5.0,5.0,16500000.0,1125.0,14666.666666666666,16.61887099947687,60.0,Other,0,0,0,0
"Regi Model Town Phase 3, Regi Model Town",Peshawar,9.0,6.0,54800000.00000001,2250.0,24355.55555555556,17.819200770166418,60.0,Established,0,0,0,3
"Regi Model Town, Peshawar",Peshawar,7.0,6.0,21800000.0,1125.0,19377.777777777777,16.897420573630875,60.0,Established,0,0,0,0
"Hayatabad Phase 6 - F7, Hayatabad Phase 6",Peshawar,9.0,6.0,53000000.0,2250.0,23555.555555555555,17.78580249038432,60.0,Private,0,0,0,6
"Regi Model Town Phase 4 - Block D2, Regi Model Town Phase 4",Peshawar,10.0,6.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,60.0,Established,0,0,0,4
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,60.0,Other,0,0,0,0
"Regi Model Town, Peshawar",Peshawar,10.0,6.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,60.0,Established,0,0,0,0
"Sudais Villas, Warsak Road",Peshawar,6.0,6.0,37000000.0,2250.0,16444.444444444445,17.426428497635523,60.0,Other,0,0,0,0
"Sudais Villas, Warsak Road",Peshawar,6.0,6.0,37000000.0,2250.0,16444.444444444445,17.426428497635523,60.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,6.0,6.0,42000000.0,2250.0,18666.666666666668,17.553180200057167,60.0,Other,0,0,0,0
"Darmangi, Warsak Road",Peshawar,6.0,6.0,22000000.0,1575.0,13968.253968253968,16.906553056777135,60.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,3.0,2.0,13500000.0,1102.5,12244.897959183674,16.41820031748273,60.0,Other,0,0,0,0
"Hayatabad Phase 6, Hayatabad",Peshawar,7.0,6.0,35000000.0,1575.0,22222.222222222223,17.370858648025116,60.0,Private,0,0,0,6
"Wapda Town, Peshawar",Peshawar,6.0,6.0,18000000.0,1575.0,11428.57142857143,16.705882371415992,60.0,Private,0,0,0,0
"Hayatabad Phase 6, Hayatabad",Peshawar,8.0,6.0,47000000.0,1575.0,29841.26984126984,17.665658180950928,60.0,Private,0,0,0,6
"Hayatabad Phase 7, Hayatabad",Peshawar,8.0,6.0,23000000.0,675.0,34074.07407407407,16.951004817371683,60.0,Private,0,0,0,7
"University Town, Peshawar",Peshawar,3.0,3.0,16000000.0,1440.0,11111.111111111111,16.588099342704055,60.0,Other,0,0,0,0
"Sheikh Yaseen Town, Nasir Bagh Road",Peshawar,5.0,5.0,14500000.0,1125.0,12888.888888888889,16.489659276356317,210.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,5.0,5.0,16500000.0,675.0,24444.444444444445,16.61887099947687,30.0,Other,0,0,0,0
"Sudais Villas, Warsak Road",Peshawar,6.0,6.0,40000000.0,2250.0,17777.777777777777,17.50439003707821,21.0,Other,0,0,0,0
"Hayatabad Phase 4, Hayatabad",Peshawar,10.0,6.0,76000000.0,4500.0,16888.88888888889,18.1462439114085,28.0,Private,0,0,0,4
"Darmangi, Warsak Road",Peshawar,6.0,6.0,39000000.0,2250.0,17333.333333333332,17.479072229734946,30.0,Other,0,0,0,0
"Officers Home Society, Warsak Road",Peshawar,6.0,6.0,25000000.0,1125.0,22222.222222222223,17.034386422832473,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town, Warsak Road",Peshawar,7.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,30.0,Other,0,0,0,0
"Sudais Villas, Warsak Road",Peshawar,5.0,6.0,17500000.0,1125.0,15555.555555555555,16.677711496036597,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,6.0,6.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,30.0,Other,0,0,0,0
"Wapda Town Sector A, Wapda Town",Peshawar,6.0,6.0,16500000.0,1890.0,8730.15873015873,16.61887099947687,30.0,Private,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,4.0,4.0,14000000.0,675.0,20740.74074074074,16.454567959008102,30.0,Other,0,0,0,0
"Al-Moeez Housing Society, Peshawar",Peshawar,8.0,6.0,26000000.0,1125.0,23111.11111111111,17.073607134447293,60.0,Other,0,0,0,0
"Warsak Road, Peshawar",Peshawar,2.0,2.0,10500000.0,990.0000000000001,10606.060606060604,16.166885910365842,60.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,4.0,4.0,16000000.0,1710.0,9356.72514619883,16.588099342704055,14.0,Other,0,0,0,0
"Hayatabad Phase 5, Hayatabad",Peshawar,3.0,3.0,24000000.0,1665.0,14414.414414414414,16.993564429978885,21.0,Private,0,0,0,5
"University Road, Peshawar",Peshawar,2.0,2.0,12700000.0,1057.5,12009.456264775414,16.357112630168974,21.0,Other,0,0,0,0
"Dha Phase 1 - Sector B, Dha Phase 1",Peshawar,7.0,7.0,80000000.0,4500.0,17777.777777777777,18.197537205138154,21.0,DHA,1,0,0,1
"Canal Road, Peshawar",Peshawar,10.0,6.0,55000000.0,3375.0,16296.296296296296,17.822843761378564,28.0,Other,0,0,0,0
"Hayatabad Phase 5, Hayatabad",Peshawar,4.0,3.0,20500000.0,1665.0,12312.312312312311,16.835935492889124,30.0,Private,0,0,0,5
"Nasir Bagh Road, Peshawar",Peshawar,3.0,3.0,15600000.0,1035.0,15072.463768115942,16.562781536322326,30.0,Other,0,0,0,0
"Old Bara Road, Peshawar",Peshawar,1.0,1.0,6800000.0,607.5,11193.415637860082,15.732433317205148,30.0,Other,0,0,0,0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6",Peshawar,8.0,6.0,33500000.0,1125.0,29777.777777777777,17.32705602664604,60.0,Private,0,0,0,6
"Askari 6, Peshawar",Peshawar,4.0,5.0,53000000.0,2250.0,23555.555555555555,17.78580249038432,30.0,Askari,0,0,0,6
"Regency Heights, Danishabad",Peshawar,1.0,1.0,4716000.0,517.5,9113.04347826087,15.36647175268348,0.004861111111111111,Other,0,0,0,0
"Nasir Bagh Road, Peshawar",Peshawar,1.0,1.0,5408000.0,675.0,8011.851851851852,15.503390081616162,14.0,Other,0,0,0,0
"Canal Road, Peshawar",Peshawar,1.0,1.0,6893000.000000001,720.0,9573.611111111113,15.746017106942492,14.0,Other,0,0,0,0
"Old Bara Road, Peshawar",Peshawar,3.0,3.0,17500000.0,1957.4999999999998,8939.974457215838,16.677711496036597,14.0,Other,0,0,0,0
"Wapda Town, Peshawar",Peshawar,8.0,6.0,27500000.0,2925.0,9401.709401709402,17.129696599000436,14.0,Private,0,0,0,0
"Regi Model Town Phase 3, Regi Model Town",Peshawar,9.0,6.0,46000000.0,2250.0,20444.444444444445,17.6441519761925,28.0,Established,0,0,0,3
"Regi Model Town Phase 4, Regi Model Town",Peshawar,6.0,7.0,25000000.0,2250.0,11111.111111111111,17.034386422832473,30.0,Established,0,0,0,4
"Hayatabad Phase 6 - F5, Hayatabad Phase 6",Peshawar,8.0,7.0,59000000.0,1575.0,37460.31746031746,17.893048018819147,30.0,Private,0,0,0,6
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,30.0,Other,0,0,0,0
"Hayatabad Phase 6, Hayatabad",Peshawar,5.0,5.0,16000000.0,675.0,23703.703703703704,16.588099342704055,60.0,Private,0,0,0,6
"Hayatabad, Peshawar",Peshawar,5.0,5.0,15500000.0,675.0,22962.962962962964,16.5563506464056,60.0,Private,0,0,0,0
"Hayatabad Phase 6 - F9, Hayatabad Phase 6",Peshawar,3.0,3.0,26000000.0,1125.0,23111.11111111111,17.073607134447293,14.0,Private,0,0,0,6
"Askari 6, Peshawar",Peshawar,4.0,6.0,35000000.0,2925.0,11965.811965811965,17.370858648025116,14.0,Askari,0,0,0,6
"Hayatabad Phase 3, Hayatabad",Peshawar,9.0,6.0,33000000.0,1125.0,29333.333333333332,17.312018149733785,21.0,Private,0,0,0,3
"Hayatabad Phase 4 - P1, Hayatabad Phase 4",Peshawar,6.0,6.0,73000000.0,4500.0,16222.222222222223,18.105970012811294,21.0,Private,0,0,0,4
"Gulshan-E-Iqbal, Peshawar",Peshawar,5.0,5.0,14000000.0,1012.5,13827.160493827161,16.454567959008102,30.0,Established,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,45000000.0,2250.0,20000.0,17.622173069956816,30.0,Other,0,0,0,0
"Yusufabad, Peshawar",Peshawar,4.0,3.0,12000000.0,450.0,26666.666666666668,16.300417291085605,30.0,Other,0,0,0,0
"Hayatabad Phase 6, Hayatabad",Peshawar,8.0,6.0,36000000.0,1575.0,22857.14285714286,17.399029524198163,60.0,Private,0,0,0,6
"University Road, Peshawar",Peshawar,1.0,1.0,7573999.999999999,540.0,14025.925925925923,15.840232019474499,14.0,Other,0,0,0,0
"Canal Road, Peshawar",Peshawar,3.0,3.0,13600000.000000002,1372.5,9908.925318761385,16.42558042423569,14.0,Other,0,0,0,0
"Hayatabad Phase 6 - F8, Hayatabad Phase 6",Peshawar,5.0,5.0,37000000.0,1575.0,23492.06349206349,17.426428497635523,14.0,Private,0,0,0,6
"Regi Model Town Phase 4, Regi Model Town",Peshawar,8.0,6.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,21.0,Established,0,0,0,4
"Hayatabad Phase 3, Hayatabad",Peshawar,8.0,6.0,40000000.0,1125.0,35555.555555555555,17.50439003707821,21.0,Private,0,0,0,3
"Hayatabad Phase 1, Hayatabad",Peshawar,6.0,6.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,21.0,Private,0,0,0,1
"Hayatabad Phase 5, Hayatabad",Peshawar,4.0,4.0,28000000.0,2205.0,12698.412698412698,17.147715103853763,21.0,Private,0,0,0,5
"Hayatabad Phase 3, Hayatabad",Peshawar,6.0,6.0,27000000.0,1125.0,24000.0,17.11134746100564,28.0,Private,0,0,0,3
"Dha Phase 1 - Sector G, Dha Phase 1",Peshawar,6.0,6.0,28000000.0,1125.0,24888.88888888889,17.147715103853763,28.0,DHA,1,0,0,1
"Cantt, Peshawar",Peshawar,4.0,4.0,23000000.0,675.0,34074.07407407407,16.951004817371683,28.0,Established,0,0,0,0
"Warsak Road, Peshawar",Peshawar,6.0,6.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,30.0,Other,0,0,0,0
"Hayatabad Phase 1, Hayatabad",Peshawar,7.0,6.0,24000000.0,1125.0,21333.333333333332,16.993564429978885,30.0,Private,0,0,0,1
"Hayatabad Phase 5, Hayatabad",Peshawar,5.0,4.0,25000000.0,2092.5,11947.431302270012,17.034386422832473,30.0,Private,0,0,0,5
"Hayatabad Phase 3 - K3, Hayatabad Phase 3",Peshawar,9.0,7.0,125000000.0,4500.0,27777.777777777777,18.643824303266577,30.0,Private,0,0,0,3
"Tajabad, Peshawar",Peshawar,2.0,2.0,9800000.0,1080.0,9074.074074074075,16.097893045681612,30.0,Other,0,0,0,0
"Wapda Town Sector F, Wapda Town",Peshawar,4.0,4.0,9800000.0,1305.0,7509.578544061303,16.097893045681612,30.0,Private,0,0,0,0
"Hayatabad, Peshawar",Peshawar,6.0,5.0,41000000.0,2250.0,18222.222222222223,17.529082649058825,60.0,Private,0,0,0,0
"Askari 6, Peshawar",Peshawar,4.0,5.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,60.0,Askari,0,0,0,6
"New City Homes, Peshawar",Peshawar,4.0,4.0,11900000.0,675.0,17629.62962962963,16.29204904211537,30.0,Other,0,0,0,0
"Hayatabad Phase 6, Hayatabad",Peshawar,6.0,6.0,16500000.0,675.0,24444.444444444445,16.61887099947687,60.0,Private,0,0,0,6
"Regency Heights, Danishabad",Peshawar,1.0,1.0,6093000.0,675.0,9026.666666666666,15.622651293353382,0.0,Other,0,0,0,0
"Regency Heights, Danishabad",Peshawar,1.0,1.0,5832000.0,652.5,8937.931034482759,15.57887072413838,0.0006944444444444445,Other,0,0,0,0
"Regency Heights, Danishabad",Peshawar,2.0,2.0,14200000.0,1597.5,8888.888888888889,16.468752592994022,0.001388888888888889,Other,0,0,0,0
"Regency Heights, Danishabad",Peshawar,3.0,3.0,10700000.0,1192.5,8972.746331236896,16.185754392890075,0.001388888888888889,Other,0,0,0,0
"Regency Heights, Danishabad",Peshawar,3.0,3.0,10700000.0,1192.5,8972.746331236896,16.185754392890075,0.004861111111111111,Other,0,0,0,0
"University Town, Peshawar",Peshawar,1.0,1.0,7300000.0,495.00000000000006,14747.474747474746,15.803385043104912,14.0,Other,0,0,0,0
"Askari 6, Peshawar",Peshawar,8.0,7.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,14.0,Askari,0,0,0,6
"Hayatabad Phase 3, Hayatabad",Peshawar,8.0,6.0,42000000.0,1125.0,37333.333333333336,17.553180200057167,21.0,Private,0,0,0,3
"Kaur Complex, Peshawar",Peshawar,2.0,2.0,9000000.0,1080.0,8333.333333333334,16.012735246411598,21.0,Other,0,0,0,0
"Hayatabad Phase 5, Hayatabad",Peshawar,4.0,3.0,25200000.0,2092.5,12043.010752688173,17.04235459216419,21.0,Private,0,0,0,5
"Askari 6, Peshawar",Peshawar,5.0,5.0,55000000.0,2700.0,20370.37037037037,17.822843761378564,21.0,Askari,0,0,0,6
"Regi Model Town Phase 4, Regi Model Town",Peshawar,8.0,6.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,28.0,Established,0,0,0,4
"University Road, Peshawar",Peshawar,7.0,6.0,45000000.0,2925.0,15384.615384615385,17.622173069956816,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,4.0,4.0,19000000.0,900.0,21111.11111111111,16.759949589762293,30.0,Other,0,0,0,0
"Askari 6, Peshawar",Peshawar,4.0,4.0,31000000.0,3150.0,9841.269841269841,17.249497794707484,30.0,Askari,0,0,0,6
"University Town, Peshawar",Peshawar,3.0,3.0,12500000.0,1395.0,8960.57347670251,16.341239282272525,30.0,Other,0,0,0,0
"Hashtnagri, Peshawar",Peshawar,2.0,2.0,8000000.0,787.5,10158.730158730159,15.894952224644102,30.0,Other,0,0,0,0
"Dha Defence - Sector Prism, Dha Defence",Peshawar,8.0,6.0,28000000.0,1125.0,24888.88888888889,17.147715103853763,30.0,DHA,0,0,0,0
"Opf Housing Scheme, Peshawar",Peshawar,10.0,6.0,55000000.0,2250.0,24444.444444444445,17.822843761378564,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,7.0,7.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,8.0,7.0,25000000.0,1125.0,22222.222222222223,17.034386422832473,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,30.0,Other,0,0,0,0
"Sufiyan Garden, Warsak Road",Peshawar,6.0,7.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,30.0,Other,0,0,0,0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town",Peshawar,6.0,6.0,33000000.0,1575.0,20952.380952380954,17.312018149733785,30.0,Other,0,0,0,0
"Nasir Bagh Road, Peshawar",Peshawar,1.0,1.0,4500000.0,405.0,11111.111111111111,15.319588176962746,60.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,3.0,3.0,13000000.0,1282.5,10136.4522417154,16.380459992348886,60.0,Other,0,0,0,0
"University Town, Peshawar",Peshawar,4.0,4.0,14500000.0,1687.5,8592.592592592593,16.489659276356317,60.0,Other,0,0,0,0
"Hayatabad Phase 3 - K4, Hayatabad Phase 3",Peshawar,9.0,7.0,85000000.0,2250.0,37777.77777777778,18.258161826219297,60.0,Private,0,0,0,3
"Hayatabad Phase 1 - D4, Hayatabad Phase 1",Peshawar,4.0,4.0,19000000.0,1125.0,16888.88888888889,16.759949589762293,14.0,Private,0,0,0,1
"Dha Defence, Peshawar",Peshawar,7.0,7.0,70000000.0,4500.0,15555.555555555555,18.064005814299346,21.0,DHA,0,0,0,0
"Askari 6, Peshawar",Peshawar,8.0,6.0,80000000.0,4500.0,17777.777777777777,18.197537205138154,21.0,Askari,0,0,0,6
"Hayatabad Phase 3 - K3, Hayatabad Phase 3",Peshawar,7.0,7.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,21.0,Private,0,0,0,3
"Hayatabad Phase 2, Hayatabad",Peshawar,3.0,3.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,21.0,Private,0,0,0,2
"Dha Phase 1 - Sector A, Dha Phase 1",Peshawar,7.0,7.0,70000000.0,4500.0,15555.555555555555,18.064005814299346,21.0,DHA,1,0,0,1
"Hayatabad Phase 3 - K4, Hayatabad Phase 3",Peshawar,7.0,7.0,33000000.0,1125.0,29333.333333333332,17.312018149733785,21.0,Private,0,0,0,3
"University Town, Peshawar",Peshawar,2.0,2.0,12000000.0,1102.5,10884.3537414966,16.300417291085605,21.0,Other,0,0,0,0
"Dha Defence - Sector Prism, Dha Defence",Peshawar,7.0,7.0,52500000.0,2250.0,23333.333333333332,17.77632374660947,21.0,DHA,0,0,0,0
"Dha Phase 1 - Sector G, Dha Phase 1",Peshawar,6.0,6.0,27500000.0,1125.0,24444.444444444445,17.129696599000436,21.0,DHA,1,0,0,1
"Dha Phase 1 - Sector C, Dha Phase 1",Peshawar,11.0,7.0,90000000.0,4500.0,20000.0,18.31532023940565,21.0,DHA,1,0,0,1
"Dha Phase 1 - Sector B, Dha Phase 1",Peshawar,11.0,7.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,21.0,DHA,1,0,0,1
"Dha Phase 1 - Sector B, Dha Phase 1",Peshawar,11.0,7.0,90000000.0,4500.0,20000.0,18.31532023940565,21.0,DHA,1,0,0,1
"Hayatabad Phase 3, Hayatabad",Peshawar,10.0,6.0,140000000.0,4500.0,31111.11111111111,18.757152987716434,21.0,Private,0,0,0,3
"Hayatabad Phase 3, Hayatabad",Peshawar,10.0,6.0,110000000.0,4500.0,24444.444444444445,18.5159909328476,21.0,Private,0,0,0,3
"Dha Phase 1 - Sector G, Dha Phase 1",Peshawar,7.0,7.0,27000000.0,1125.0,24000.0,17.11134746100564,21.0,DHA,1,0,0,1
"Hayatabad Phase 5, Hayatabad",Peshawar,3.0,3.0,22000000.0,1665.0,13213.213213213214,16.906553056777135,21.0,Private,0,0,0,5
"Hayatabad Phase 4 - N3, Hayatabad Phase 4",Peshawar,10.0,6.0,120000000.0,4500.0,26666.666666666668,18.603002309079653,21.0,Private,0,0,0,4
"Hayatabad Phase 2, Hayatabad",Peshawar,8.0,6.0,80000000.0,4500.0,17777.777777777777,18.197537205138154,21.0,Private,0,0,0,2
"Hayatabad Phase 6 - F6, Hayatabad Phase 6",Peshawar,8.0,7.0,38000000.0,1125.0,33777.77777777778,17.453096744006448,28.0,Private,0,0,0,6
"Hayatabad Phase 6 - F8, Hayatabad Phase 6",Peshawar,5.0,5.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,28.0,Private,0,0,0,6
"University Road, Peshawar",Peshawar,1.0,1.0,7500000.0,495.00000000000006,15151.51515151515,15.830413711839864,28.0,Other,0,0,0,0
"Canal Road, Peshawar",Peshawar,3.0,3.0,6500000.0,675.0,9629.62962962963,15.687312888712007,28.0,Other,0,0,0,0
