location,city,bedrooms,bathrooms,price_pkr,size_sqft,price_per_sqft,log_price,days_since_listed,society_type,dha_phase,isb_sector_tier,is_premium_area,phase_number
"Dha Phase 7, Dha Defence",Lahore,3.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,0.041666666666666664,DHA,7,0,0,7
"Dha Phase 7, Dha Defence",Lahore,3.0,4.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,0.08333333333333333,DHA,7,0,0,7
"Askari 11 - Sector B Apartments, Askari 11",Lahore,3.0,3.0,27000000.0,2250.0,12000.0,17.11134746100564,0.08333333333333333,Askari,0,0,0,11
"Askari 11 - Sector D, Askari 11",Lahore,3.0,3.0,33500000.0,2475.0,13535.353535353535,17.32705602664604,0.08333333333333333,Askari,0,0,0,11
"Askari 11 - Sector B Apartments, Askari 11",Lahore,3.0,3.0,26500000.0,2250.0,11777.777777777777,17.0926553286923,0.08333333333333333,Askari,0,0,0,11
"Kings Town, Raiwind Road",Lahore,2.0,2.0,6400000.0,1125.0,5688.888888888889,15.671808704579888,0.875,Other,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,80500000.0,4500.0,17888.88888888889,18.203767754811153,3.0,DHA,7,0,0,7
"Dha Phase 7 - Block Q, Dha Phase 7",Lahore,5.0,6.0,67500000.0,4500.0,15000.0,18.02763817065757,3.0,DHA,7,0,0,7
"Dha Phase 6 - Block N, Dha Phase 6",Lahore,5.0,6.0,63900000.0,4500.0,14200.0,17.972829934997215,3.0,DHA,6,0,1,6
"The Spring Apartment Homes, Main Canal Bank Road",Lahore,1.0,1.0,12500000.0,765.0,16339.869281045752,16.341239282272525,2.0,Other,0,0,0,0
"Safari Garden Housing Scheme, Lahore",Lahore,4.0,4.0,16000000.0,1125.0,14222.222222222223,16.588099342704055,3.0,Other,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,62500000.0,4500.0,13888.888888888889,17.95067713070663,3.0,DHA,7,0,0,7
"Bahria Orchard, Lahore",Lahore,5.0,6.0,42500000.0,2250.0,18888.88888888889,17.565014657424058,3.0,Bahria,0,0,0,0
"Wapda Town Phase 1 - Block F1, Wapda Town Phase 1",Lahore,4.0,5.0,39000000.0,2250.0,17333.333333333332,17.479072229734946,0.022222222222222223,Private,0,0,0,1
"Low Cost - Block G, Low Cost Sector",Lahore,3.0,6.0,16500000.0,1125.0,14666.666666666666,16.61887099947687,0.08333333333333333,Other,0,0,0,0
"Sabzazar Scheme, Lahore",Lahore,7.0,6.0,72500000.0,4500.0,16111.111111111111,18.099097133618006,0.41666666666666663,Established,0,0,0,0
"Samanabad, Lahore",Lahore,4.0,4.0,21000000.0,900.0,23333.333333333332,16.860033043306743,0.41666666666666663,Other,0,0,0,0
"Sabzazar Scheme, Lahore",Lahore,6.0,6.0,34500000.0,1125.0,30666.666666666668,17.356469910987094,0.41666666666666663,Established,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,6.0,6.0,64500000.0,2250.0,28666.666666666668,17.98217579726988,0.41666666666666663,Other,0,0,0,0
"Askari 11 - Sector D, Askari 11",Lahore,3.0,3.0,34500000.0,2475.0,13939.39393939394,17.356469910987094,0.08333333333333333,Askari,0,0,0,11
"Askari 11 - Sector B Apartments, Askari 11",Lahore,3.0,3.0,29500000.0,2475.0,11919.191919191919,17.19990085520835,0.08333333333333333,Askari,0,0,0,11
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,0.08333333333333333,DHA,9,0,0,0
"Dha Phase 7 - Block Z2, Dha Phase 7",Lahore,5.0,6.0,67500000.0,4500.0,15000.0,18.02763817065757,0.08333333333333333,DHA,7,0,0,7
"Valencia - Block B, Valencia Housing Society",Lahore,6.0,7.0,82500000.0,4500.0,18333.333333333332,18.228308863426122,0.08333333333333333,Private,0,0,0,0
"Khayaban-E-Amin - Block R, Khayaban-E-Amin",Lahore,2.0,1.0,4000000.0,1125.0,3555.5555555555557,15.201805169084134,0.08333333333333333,Other,0,0,0,0
"Dha Phase 6 - Block F, Dha Phase 6",Lahore,6.0,7.0,97500000.0,4500.0,21666.666666666668,18.395362946224484,3.0,DHA,6,0,1,6
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,82000000.0,4500.0,18222.222222222223,18.22222981742365,3.0,Private,0,0,0,0
"Al Jalil Garden, Lahore",Lahore,6.0,5.0,30000000.0,2250.0,13333.333333333334,17.216707972959764,0.125,Other,0,0,0,0
"Samanabad, Lahore",Lahore,5.0,5.0,55000000.0,1800.0,30555.555555555555,17.822843761378564,0.16666666666666666,Other,0,0,0,0
"Samanabad, Lahore",Lahore,3.0,3.0,13000000.0,675.0,19259.25925925926,16.380459992348886,0.16666666666666666,Other,0,0,0,0
"Dha 11 Rahbar Phase 2 - Block L, Dha 11 Rahbar Phase 2",Lahore,3.0,4.0,27000000.0,1125.0,24000.0,17.11134746100564,0.8333333333333333,DHA,11,0,0,2
"Bahria Nasheman - Iris, Bahria Nasheman",Lahore,3.0,4.0,16800000.0,1125.0,14933.333333333334,16.636889503897294,1.0,Bahria,0,0,0,0
"Dha 9 Town - Block D, Dha 9 Town",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,DHA,9,0,0,0
"Sabzazar Scheme - Block P, Sabzazar Scheme",Lahore,6.0,6.0,28800000.0,1125.0,25600.0,17.175885979828397,0.41666666666666663,Established,0,0,0,0
"Dha Phase 7 - Block T, Dha Phase 7",Lahore,5.0,6.0,139900000.0,4500.0,31088.88888888889,18.756438446783672,0.4583333333333333,DHA,7,0,0,7
"Dha 9 Town, Dha Defence",Lahore,4.0,5.0,29900000.000000004,1125.0,26577.77777777778,17.21336907180573,0.4583333333333333,DHA,9,0,0,0
"Khayaban-E-Amin - Block P, Khayaban-E-Amin",Lahore,2.0,1.0,2700000.0,1125.0,2400.0,14.80876270134486,0.08333333333333333,Other,0,0,0,0
"Khayaban-E-Amin - Block N, Khayaban-E-Amin",Lahore,2.0,1.0,9000000.0,1125.0,8000.0,16.012735246411598,0.08333333333333333,Other,0,0,0,0
"Park View City, Lahore",Lahore,3.0,4.0,11500000.0,787.5,14603.174603174602,16.257857680289998,0.08333333333333333,Private,0,0,0,0
"Askari 11 - Sector D, Askari 11",Lahore,3.0,3.0,37000000.0,1057.5,34988.17966903073,17.426428497635523,0.08333333333333333,Askari,0,0,0,11
"Dha Phase 7 - Block U, Dha Phase 7",Lahore,5.0,5.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,0.08333333333333333,DHA,7,0,0,7
"Lake City Meadows Phase 1, Lake City Meadows",Lahore,5.0,6.0,77500000.0,4500.0,17222.222222222223,18.1657885072268,0.08333333333333333,Private,0,0,0,1
"High Court Society - Phase 2, Highcourt Society",Lahore,3.0,5.0,13000000.0,900.0,14444.444444444445,16.380459992348886,0.08333333333333333,Other,0,0,0,2
"Dha 9 Town - Block C, Dha 9 Town",Lahore,3.0,4.0,27500000.0,1125.0,24444.444444444445,17.129696599000436,3.0,DHA,9,0,0,0
"Dha Phase 6 - Block D, Dha Phase 6",Lahore,6.0,7.0,155000000.0,4500.0,34444.444444444445,18.858935681335133,3.0,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,4.0,5.0,49500000.0,2250.0,22000.0,17.71748324774094,3.0,DHA,6,0,1,6
"Bismillah Housing Scheme, Gt Road",Lahore,4.0,5.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,2.0,Other,0,0,0,0
"Chinar Bagh, Lahore",Lahore,7.0,6.0,42500000.0,4500.0,9444.444444444445,17.565014657424058,2.0,Other,0,0,0,0
"Pcsir Housing Scheme Phase 2, Pcsir Housing Scheme",Lahore,5.0,6.0,42500000.0,2250.0,18888.88888888889,17.565014657424058,2.0,Other,0,0,0,2
"Bahria Town - Sector C, Bahria Town",Lahore,5.0,6.0,42500000.0,2250.0,18888.88888888889,17.565014657424058,0.6666666666666666,Bahria,0,0,0,0
"Park View City, Lahore",Lahore,4.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.125,Private,0,0,0,0
"Lake City - Sector M-2A, Lake City",Lahore,5.0,6.0,53500000.0,2250.0,23777.777777777777,17.795192230557824,0.125,Private,0,0,0,0
"Dha Phase 5, Dha Defence",Lahore,5.0,6.0,145000000.0,4500.0,32222.222222222223,18.7922443072814,0.4583333333333333,DHA,5,0,1,5
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,32500000.0,1125.0,28888.88888888889,17.296750678069195,0.4583333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,32500000.0,1125.0,28888.88888888889,17.296750678069195,0.4583333333333333,DHA,9,0,0,0
"Dha Phase 7 - Block Y, Dha Phase 7",Lahore,5.0,6.0,109000000.0,4500.0,24222.222222222223,18.50685844936773,0.4583333333333333,DHA,7,0,0,7
"High Court Society - Phase 2, Highcourt Society",Lahore,4.0,4.0,12000000.0,900.0,13333.333333333334,16.300417291085605,0.08333333333333333,Other,0,0,0,2
"Military Accounts Housing Society, Lahore",Lahore,6.0,6.0,28000000.0,1800.0,15555.555555555555,17.147715103853763,0.08333333333333333,Other,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,78500000.0,4500.0,17444.444444444445,18.17860919549149,0.08333333333333333,DHA,7,0,0,7
"Military Accounts Housing Society, Lahore",Lahore,6.0,6.0,25000000.0,1800.0,13888.888888888889,17.034386422832473,0.08333333333333333,Other,0,0,0,0
"Lake City - Sector M-7B, Lake City",Lahore,4.0,4.0,30500000.0,1125.0,27111.11111111111,17.233237274364523,0.08333333333333333,Private,0,0,0,0
"Military Accounts Housing Society, Lahore",Lahore,3.0,4.0,15000000.0,900.0,16666.666666666668,16.52356082573315,0.08333333333333333,Other,0,0,0,0
"Lake City - Sector M-6, Lake City",Lahore,4.0,4.0,35000000.0,1125.0,31111.11111111111,17.370858648025116,0.08333333333333333,Private,0,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,20500000.0,1125.0,18222.222222222223,16.835935492889124,3.0,DHA,9,0,0,0
"Dha Phase 8, Dha Defence",Lahore,5.0,7.0,155000000.0,4500.0,34444.444444444445,18.858935681335133,3.0,DHA,8,0,0,8
"Fahad Town, Gt Road",Lahore,4.0,3.0,25000000.0,2250.0,11111.111111111111,17.034386422832473,3.0,Other,0,0,0,0
"Dha Phase 5, Dha Defence",Lahore,4.0,5.0,62500000.0,2250.0,27777.777777777777,17.95067713070663,3.0,DHA,5,0,1,5
"Dha Phase 5, Dha Defence",Lahore,5.0,6.0,155000000.0,4500.0,34444.444444444445,18.858935681335133,3.0,DHA,5,0,1,5
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,6.0,34200000.0,2250.0,15200.0,17.3477362312726,0.7083333333333333,Other,0,0,0,0
"Al-Kabir Town - Phase 2, Al-Kabir Town",Lahore,1.0,1.0,5163000.0,405.0,12748.148148148148,15.45702855754761,1.0,Other,0,0,0,2
"Bismillah Housing Scheme, Gt Road",Lahore,4.0,5.0,24000000.0,1125.0,21333.333333333332,16.993564429978885,2.0,Other,0,0,0,0
"Lake City - Sector M-2A, Lake City",Lahore,5.0,7.0,53500000.0,2250.0,23777.777777777777,17.795192230557824,0.125,Private,0,0,0,0
"Lake City - Sector M-2A, Lake City",Lahore,6.0,7.0,53500000.0,2250.0,23777.777777777777,17.795192230557824,0.125,Private,0,0,0,0
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,125000000.0,4500.0,27777.777777777777,18.643824303266577,0.4583333333333333,DHA,6,0,1,6
"Dha Phase 7 - Block T, Dha Phase 7",Lahore,5.0,6.0,127500000.0,4500.0,28333.333333333332,18.663626930405893,0.4583333333333333,DHA,7,0,0,7
"Dha Phase 7 - Block Z, Dha Phase 7",Lahore,5.0,6.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,0.4583333333333333,DHA,7,0,0,7
"Dha Phase 7 - Block W, Dha Phase 7",Lahore,5.0,6.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,0.4583333333333333,DHA,7,0,0,7
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,24200000.0,1125.0,21511.11111111111,17.001863232449228,0.08333333333333333,DHA,9,0,0,0
"Military Accounts Housing Society, Lahore",Lahore,3.0,4.0,17000000.0,900.0,18888.88888888889,16.648723960844016,0.08333333333333333,Other,0,0,0,0
"Military Accounts Housing Society, Lahore",Lahore,6.0,7.0,24000000.0,2025.0,11851.851851851852,16.993564429978885,0.08333333333333333,Other,0,0,0,0
"Eden Boulevard Housing Scheme, College Road",Lahore,5.0,6.0,18000000.0,1125.0,16000.0,16.705882371415992,0.08333333333333333,Private,0,0,0,0
"Eden Boulevard Housing Scheme, College Road",Lahore,5.0,6.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,Private,0,0,0,0
"Eden Boulevard Housing Scheme, College Road",Lahore,5.0,5.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,0.08333333333333333,Private,0,0,0,0
"Park View City, Lahore",Lahore,4.0,5.0,15300000.0,1125.0,13600.0,16.54336345172214,3.0,Private,0,0,0,0
"Bahria Town - Block Bb, Bahria Town - Sector D",Lahore,3.0,5.0,16000000.0,1125.0,14222.222222222223,16.588099342704055,3.0,Bahria,0,0,0,0
"Askari 10 - Sector F, Askari 10",Lahore,4.0,5.0,95000000.0,3825.0,24836.601307189543,18.36938746009113,3.0,Askari,0,0,0,10
"Park View City - Tulip Extension Block, Park View City",Lahore,4.0,4.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,0.8333333333333333,Private,0,0,0,0
"Al Jalil Garden, Lahore",Lahore,4.0,4.0,7800000.0,1125.0,6933.333333333333,15.86963441986494,2.0,Other,0,0,0,0
"Safari Garden - Block C, Safari Garden Housing Scheme",Lahore,3.0,4.0,10500000.0,675.0,15555.555555555555,16.166885910365842,3.0,Other,0,0,0,0
"Awt Phase 2, Awt Army Welfare Trust",Lahore,6.0,6.0,33500000.0,2250.0,14888.888888888889,17.32705602664604,2.0,Other,0,0,0,2
"Lake City - Sector M-3, Lake City",Lahore,7.0,7.0,74500000.0,4500.0,16555.555555555555,18.126309696772605,0.125,Private,0,0,0,0
"Dha Phase 6 - Block J, Dha Phase 6",Lahore,5.0,6.0,91000000.0,4500.0,20222.222222222223,18.326370075470134,0.125,DHA,6,0,1,6
"Dha Phase 6 - Block F, Dha Phase 6",Lahore,5.0,6.0,137500000.0,4500.0,30555.555555555555,18.739134482343626,0.4583333333333333,DHA,6,0,1,6
"Dha 9 Town, Dha Defence",Lahore,4.0,5.0,31000000.0,1125.0,27555.555555555555,17.249497794707484,0.4583333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,0.4583333333333333,DHA,9,0,0,0
"Dha Phase 5 - Block J, Dha Phase 5",Lahore,5.0,6.0,87500000.0,4500.0,19444.444444444445,18.287149362756413,0.08333333333333333,DHA,5,0,1,5
"Eden Boulevard Housing Scheme, College Road",Lahore,4.0,4.0,17000000.0,1125.0,15111.111111111111,16.648723960844016,0.08333333333333333,Private,0,0,0,0
"Dha Phase 6 - Block L, Dha Phase 6",Lahore,5.0,6.0,129000000.0,4500.0,28666.666666666668,18.675322970077882,0.08333333333333333,DHA,6,0,1,6
"Bedian Road, Lahore",Lahore,4.0,4.0,11000000.0,1125.0,9777.777777777777,16.213405921671733,0.08333333333333333,Other,0,0,0,0
"Dha Phase 1 - Block C, Dha Phase 1",Lahore,5.0,6.0,67000000.0,4500.0,14888.888888888889,18.020203192280615,0.08333333333333333,DHA,1,0,0,1
"Dha Phase 6 - Block F, Dha Phase 6",Lahore,4.0,5.0,170000000.0,4500.0,37777.77777777778,18.951309000896888,0.08333333333333333,DHA,6,0,1,6
"Dha Phase 6 - Block J, Dha Phase 6",Lahore,5.0,6.0,135000000.0,4500.0,30000.0,18.72078534381011,0.08333333333333333,DHA,6,0,1,6
"Dha Phase 7 - Block W, Dha Phase 7",Lahore,5.0,6.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,3.0,DHA,7,0,0,7
"Eden Boulevard - Block C, Eden Boulevard Housing Scheme",Lahore,5.0,6.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,3.0,Private,0,0,0,0
"Cantt, Lahore",Lahore,5.0,5.0,75000000.0,2700.0,27777.777777777777,18.132998684833918,3.0,Established,0,0,0,0
"Cantt, Lahore",Lahore,3.0,3.0,92500000.0,4050.0,22839.506172839505,18.342719213293464,3.0,Established,0,0,0,0
"Bahria Orchard, Lahore",Lahore,4.0,5.0,32500000.0,2250.0,14444.444444444445,17.296750678069195,0.027083333333333334,Bahria,0,0,0,0
"Bahria Town - Sector C, Bahria Town",Lahore,5.0,6.0,45000000.0,2250.0,20000.0,17.622173069956816,0.9583333333333333,Bahria,0,0,0,0
"Township, Lahore",Lahore,1.0,1.0,35000000.0,675.0,51851.851851851854,17.370858648025116,1.0,Other,0,0,0,0
"Al-Ghani Garden Phase 2, Al-Ghani Garden",Lahore,3.0,4.0,9500000.0,675.0,14074.074074074075,16.066802461833923,1.0,Other,0,0,0,2
"Bahria Nasheman, Lahore",Lahore,3.0,4.0,14500000.0,1125.0,12888.888888888889,16.489659276356317,2.0,Bahria,0,0,0,0
"Fazaia Housing Scheme Phase 1 - Block B, Fazaia Housing Scheme Phase 1",Lahore,5.0,4.0,49900000.0,2250.0,22177.777777777777,17.725531580761828,0.125,Other,0,0,0,1
"Lake City - Sector M-2A, Lake City",Lahore,5.0,6.0,57900000.0,2250.0,25733.333333333332,17.87422795981438,0.125,Private,0,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,0.4583333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,28500000.0,1125.0,25333.333333333332,17.1654146803266,0.4583333333333333,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,30000000.0,1125.0,26666.666666666668,17.216707972959764,0.4583333333333333,DHA,9,0,0,0
"Dha Phase 4 - Block Dd, Dha Phase 4",Lahore,5.0,6.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,0.08333333333333333,DHA,4,0,0,4
"Heir, Lahore",Lahore,3.0,4.0,5200000.0,562.5,9244.444444444445,15.46416937585933,0.08333333333333333,Other,0,0,0,0
"Park View City, Lahore",Lahore,4.0,5.0,16500000.0,1125.0,14666.666666666666,16.61887099947687,0.08333333333333333,Private,0,0,0,0
"Park View City, Lahore",Lahore,5.0,6.0,30000000.0,2250.0,13333.333333333334,17.216707972959764,0.08333333333333333,Private,0,0,0,0
"Park View City, Lahore",Lahore,4.0,4.0,19800000.0,1125.0,17600.0,16.801192546169812,0.08333333333333333,Private,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,43800000.0,2250.0,19466.666666666668,17.595144398177723,3.0,DHA,7,0,0,7
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,3.0,DHA,9,0,0,0
"Dha Phase 6 - Block E, Dha Phase 6",Lahore,5.0,6.0,129900000.0,4500.0,28866.666666666668,18.68227548933906,3.0,DHA,6,0,1,6
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,45300000.0,2250.0,20133.333333333332,17.628817612528316,2.0,DHA,7,0,0,7
"Askari 11, Askari",Lahore,3.0,3.0,46000000.0,2250.0,20444.444444444445,17.6441519761925,2.0,Askari,0,0,0,11
"Al-Kabir Town - Phase 2, Al-Kabir Town",Lahore,1.0,1.0,5330000.0,495.00000000000006,10767.676767676767,15.48886198375927,2.0,Other,0,0,0,2
"Dha Phase 5 - Block C, Dha Phase 5",Lahore,5.0,6.0,77500000.0,4500.0,17222.222222222223,18.1657885072268,0.125,DHA,5,0,1,5
"Dha Phase 6 - Block N, Dha Phase 6",Lahore,5.0,6.0,79900000.0,4500.0,17755.555555555555,18.196286423252147,0.4583333333333333,DHA,6,0,1,6
"Park View City, Lahore",Lahore,4.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,Private,0,0,0,0
"Lake City - Sector M7 - Block C1, Lake City - Sector M-7",Lahore,4.0,5.0,33500000.0,1125.0,29777.777777777777,17.32705602664604,0.08333333333333333,Private,0,0,0,0
"Dha Phase 7 - Block P, Dha Phase 7",Lahore,5.0,6.0,77500000.0,4500.0,17222.222222222223,18.1657885072268,0.08333333333333333,DHA,7,0,0,7
"Dha Phase 7 - Block Z2, Dha Phase 7",Lahore,5.0,6.0,63099999.99999999,4500.0,14022.22222222222,17.9602313433593,0.08333333333333333,DHA,7,0,0,7
"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,3.0,3.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,0.08333333333333333,Other,0,0,0,0
"Dha Phase 6 - Block L, Dha Phase 6",Lahore,5.0,6.0,129900000.0,4500.0,28866.666666666668,18.68227548933906,3.0,DHA,6,0,1,6
"Hyde Park, Gulberg",Lahore,2.0,2.0,34000000.0,1530.0,22222.222222222223,17.341871111992198,0.125,Established,0,0,0,0
"Dha 9 Town - Block A, Dha 9 Town",Lahore,4.0,5.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.125,DHA,9,0,0,0
"Dha Phase 6 - Block L, Dha Phase 6",Lahore,6.0,7.0,185000000.0,4500.0,41111.11111111111,19.035866388448003,0.4583333333333333,DHA,6,0,1,6
"Dha Phase 5 - Block A, Dha Phase 5",Lahore,5.0,6.0,129900000.0,4500.0,28866.666666666668,18.68227548933906,0.4583333333333333,DHA,5,0,1,5
"Aamir Town, Harbanspura",Lahore,3.0,3.0,17500000.0,495.00000000000006,35353.53535353535,16.677711496036597,0.08333333333333333,Other,0,0,0,0
"Aamir Town, Harbanspura",Lahore,3.0,3.0,28500000.0,2250.0,12666.666666666666,17.1654146803266,0.08333333333333333,Other,0,0,0,0
"Lahore Medical Housing Society, Lahore",Lahore,3.0,4.0,14200000.0,675.0,21037.037037037036,16.468752592994022,0.08333333333333333,Other,0,0,0,0
"Sami Town, Lahore",Lahore,3.0,3.0,10000000.0,450.0,22222.222222222223,16.118095750958314,0.08333333333333333,Other,0,0,0,0
"Canal Bank Housing Scheme, Lahore",Lahore,2.0,2.0,16000000.0,1125.0,14222.222222222223,16.588099342704055,0.08333333333333333,Other,0,0,0,0
"Palm Villas, Main Canal Bank Road",Lahore,4.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,0.08333333333333333,Other,0,0,0,0
"Taj Bagh Phase 3, Taj Bagh Scheme",Lahore,4.0,4.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,0.08333333333333333,Other,0,0,0,3
"Azam Gardens, Lahore",Lahore,1.0,1.0,12500000.0,1125.0,11111.111111111111,16.341239282272525,0.08333333333333333,Other,0,0,0,0
"Dha Phase 6 - Block G, Dha Phase 6",Lahore,5.0,6.0,125000000.0,4500.0,27777.777777777777,18.643824303266577,4.0,DHA,6,0,1,6
"Park View City, Lahore",Lahore,4.0,4.0,17500000.0,1125.0,15555.555555555555,16.677711496036597,4.0,Private,0,0,0,0
"Park View City, Lahore",Lahore,4.0,5.0,14800000.0,1125.0,13155.555555555555,16.51013780630191,4.0,Private,0,0,0,0
"Nasheman-E-Iqbal Phase 2, Nasheman-E-Iqbal",Lahore,5.0,6.0,31000000.0,2137.5,14502.923976608186,17.249497794707484,0.5,Other,0,0,0,2
"Eden Boulevard Housing Scheme, College Road",Lahore,4.0,5.0,20000000.0,1125.0,17777.777777777777,16.811242881518265,0.5,Private,0,0,0,0
"Ichhra, Lahore",Lahore,4.0,4.0,22500000.0,900.0,25000.0,16.929025911619092,0.08333333333333333,Other,0,0,0,0
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,96000000.0,4950.0,19393.939393939392,18.379858759848776,0.08333333333333333,Private,0,0,0,0
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,24500000.0,1125.0,21777.777777777777,17.01418371633128,0.08333333333333333,DHA,11,0,0,2
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,65000000.0,4500.0,14444.444444444445,17.989897843244528,0.08333333333333333,Private,0,0,0,0
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.08333333333333333,DHA,11,0,0,2
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,25000000.0,1125.0,22222.222222222223,17.034386422832473,0.08333333333333333,DHA,11,0,0,2
"Park View City, Lahore",Lahore,4.0,4.0,17000000.0,1125.0,15111.111111111111,16.648723960844016,4.0,Private,0,0,0,0
"Bahria Town - Jinnah Block, Bahria Town - Sector E",Lahore,3.0,7.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,4.0,Bahria,0,0,0,0
"Dha Phase 7 - Block Y, Dha Phase 7",Lahore,5.0,5.0,48000000.0,2250.0,21333.333333333332,17.6867115897055,4.0,DHA,7,0,0,7
"Dha 9 Town - Block A, Dha 9 Town",Lahore,3.0,4.0,35000000.0,1125.0,31111.11111111111,17.370858648025116,0.25,DHA,9,0,0,0
"Al Khaliq Residencia Housing Society, Defence Road",Lahore,3.0,3.0,9500000.0,675.0,14074.074074074075,16.066802461833923,2.0,DHA,0,0,0,0
"Nespak Scheme Phase 3, Defence Road",Lahore,5.0,6.0,65000000.0,4500.0,14444.444444444445,17.989897843244528,0.125,DHA,3,0,0,3
"Military Accounts Society - Block D, Military Accounts Housing Society",Lahore,5.0,6.0,24500000.0,1800.0,13611.111111111111,17.01418371633128,0.5,Other,0,0,0,0
"Military Accounts Housing Society, Lahore",Lahore,6.0,6.0,29500000.0,1800.0,16388.88888888889,17.19990085520835,0.5,Other,0,0,0,0
"Samanabad, Lahore",Lahore,3.0,2.0,7000000.0,450.0,15555.555555555555,15.76142084987672,0.5,Other,0,0,0,0
"Township, Lahore",Lahore,4.0,4.0,13000000.0,562.5,23111.11111111111,16.380459992348886,0.5,Other,0,0,0,0
"Samanabad, Lahore",Lahore,4.0,4.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,0.5,Other,0,0,0,0
"Lake City - Sector M-2A, Lake City",Lahore,5.0,6.0,56000000.0,2250.0,24888.88888888889,17.840862266556567,0.08333333333333333,Private,0,0,0,0
"Iep Engineers Town, Lahore",Lahore,6.0,6.0,67500000.0,4500.0,15000.0,18.02763817065757,0.08333333333333333,Other,0,0,0,0
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,65000000.0,4500.0,14444.444444444445,17.989897843244528,0.08333333333333333,Private,0,0,0,0
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,96000000.0,4500.0,21333.333333333332,18.379858759848776,0.08333333333333333,Private,0,0,0,0
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,24500000.0,1125.0,21777.777777777777,17.01418371633128,0.08333333333333333,DHA,11,0,0,2
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,23500000.0,1125.0,20888.88888888889,16.97251102166758,0.08333333333333333,DHA,11,0,0,2
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,26000000.0,1125.0,23111.11111111111,17.073607134447293,0.08333333333333333,DHA,11,0,0,2
